loan_id,credit_score,ltv_ratio,dti_ratio,loan_amount,loan_age_months,original_interest_rate,num_units,occupancy_type,loan_purpose,state,property_value,num_borrowers,months_since_last_payment,is_delinquent,refinance_probability,loan_status,servicing_fee,next_payment_date
FMAC-00589,738,71.2,50.4,937617,271,6.099,1,Primary,Refinance,NC,906951,2,0,0,0.461,Current,195.34,2026-08-12
FMAC-00590,620,99.79,34.04,130248,111,7.355,1,Investment,Refinance,FL,894415,1,1,1,0.344,90+ DQ,27.14,2026-08-13
FMAC-00591,685,82.9,48.68,285728,357,7.115,1,Primary,Cash-Out Refinance,NY,1135603,1,1,0,0.338,30-Day DQ,59.53,2026-08-14
FMAC-00592,646,82.51,44.04,159888,76,5.664,1,Investment,Refinance,TX,892067,1,0,1,0.371,Current,33.31,2026-08-15
FMAC-00593,713,87.33,61.04,286354,158,5.891,1,Primary,Refinance,CA,988805,1,0,0,0.538,Current,59.66,2026-08-16
FMAC-00594,703,60.92,23.21,320346,20,3.738,2,Primary,Purchase,PA,990987,1,0,0,0.426,Current,66.74,2026-08-17
FMAC-00595,752,93.59,50.59,698821,131,7.4,1,Primary,Purchase,AZ,472027,2,0,0,0.324,90+ DQ,145.59,2026-08-18
FMAC-00596,644,76.86,49.46,121954,329,6.788,1,Primary,Refinance,AZ,348945,1,2,0,0.439,Current,25.41,2026-08-19
FMAC-00597,661,88.06,28.27,431863,122,8.178,1,Primary,Refinance,CA,250694,2,0,0,0.519,Current,89.97,2026-08-20
FMAC-00598,611,61.92,48.07,744164,41,6.021,1,Primary,Cash-Out Refinance,OH,174975,2,0,1,0.472,90+ DQ,155.03,2026-08-21
FMAC-00599,648,54.69,41.36,828065,167,7.597,1,Primary,Purchase,GA,160666,1,3,0,0.455,Current,172.51,2026-08-22
FMAC-00600,706,90.27,35.73,342739,130,5.216,1,Investment,Purchase,OH,463021,2,12,1,0.502,Foreclosure,71.4,2026-08-23
FMAC-00601,732,83.65,29.76,371736,23,3.254,1,Primary,Refinance,NC,242475,2,0,0,0.66,Current,77.45,2026-08-24
FMAC-00602,615,64.47,30.81,644931,279,6.387,1,Primary,Cash-Out Refinance,PA,684765,2,0,0,0.638,Current,134.36,2026-08-25
FMAC-00603,740,64.96,58.5,334793,251,5.82,2,Primary,Cash-Out Refinance,NC,1117114,2,0,0,0.423,Current,69.75,2026-08-26
FMAC-00604,774,94.88,38.01,404809,9,5.239,1,Second Home,Purchase,IL,986837,1,0,0,0.492,Foreclosure,84.34,2026-08-27
FMAC-00605,708,60.16,45.82,348116,13,7.578,1,Primary,Purchase,NC,585705,2,6,1,0.414,30-Day DQ,72.52,2026-08-28
FMAC-00606,811,102.64,30.09,358026,307,7.95,1,Second Home,Purchase,AZ,418952,2,0,1,0.435,Foreclosure,74.59,2026-08-29
FMAC-00607,625,64.49,30.2,801754,320,6.627,1,Primary,Purchase,AZ,1182156,2,0,0,0.448,Current,167.03,2026-08-30
FMAC-00608,592,87.58,48.82,544271,52,6.281,1,Primary,Cash-Out Refinance,PA,1074556,2,0,1,0.394,Current,113.39,2026-08-31
FMAC-00609,555,73.07,24.5,759129,209,6.575,1,Primary,Purchase,NC,223731,2,2,0,0.436,Current,158.15,2026-09-01
FMAC-00610,784,87.05,33.85,629308,38,5.716,1,Primary,Purchase,CA,454000,2,2,1,0.715,Current,131.11,2026-09-02
FMAC-00611,725,69.84,38.34,444765,100,7.175,1,Primary,Purchase,CA,142898,2,6,1,0.444,Current,92.66,2026-09-03
FMAC-00612,676,75.56,39.11,124912,193,4.653,1,Second Home,Purchase,FL,639515,2,0,0,0.323,Foreclosure,26.02,2026-09-04
FMAC-00613,699,78.61,36.21,92879,191,5.212,1,Investment,Refinance,GA,461116,2,1,0,0.452,Current,19.35,2026-09-05
FMAC-00614,601,62.97,41.96,638086,51,5.55,1,Primary,Purchase,PA,551420,1,0,0,0.479,Current,132.93,2026-09-06
FMAC-00615,850,89.11,44.93,712079,141,7.15,1,Primary,Purchase,NC,501889,1,0,0,0.4,Paid Off,148.35,2026-09-07
FMAC-00616,689,70.3,45.35,563042,168,6.137,4,Primary,Cash-Out Refinance,PA,717690,2,0,0,0.448,Current,117.3,2026-09-08
FMAC-00617,687,74.57,28.14,781433,311,8.132,1,Primary,Purchase,OH,922590,1,1,0,0.403,90+ DQ,162.8,2026-09-09
FMAC-00618,730,63.08,35.16,417935,109,7.464,1,Investment,Refinance,TX,568205,1,12,1,0.452,Current,87.07,2026-09-10
FMAC-00619,713,39.56,49.95,933415,207,5.539,1,Primary,Purchase,NY,770756,2,0,0,0.504,30-Day DQ,194.46,2026-09-11
FMAC-00620,695,75.13,46.95,567947,300,7.26,1,Primary,Refinance,OH,1140486,1,0,0,0.505,Current,118.32,2026-09-12
FMAC-00621,624,105.0,24.27,738210,110,6.01,1,Investment,Purchase,OH,324978,1,1,1,0.31,Current,153.79,2026-09-13
FMAC-00622,713,89.77,41.51,239472,196,7.068,2,Primary,Purchase,NC,459140,2,0,0,0.392,Current,49.89,2026-09-14
FMAC-00623,811,77.71,18.22,878385,152,7.522,1,Primary,Purchase,TX,127268,2,3,0,0.443,Paid Off,183.0,2026-09-15
FMAC-00624,774,74.06,38.47,710698,243,7.838,3,Primary,Purchase,CA,164636,2,0,0,0.412,60-Day DQ,148.06,2026-09-16
FMAC-00625,791,78.34,56.98,729443,128,6.742,1,Primary,Purchase,CA,1045751,2,0,0,0.365,Current,151.97,2026-09-17
FMAC-00626,644,86.21,28.52,234607,105,8.42,1,Primary,Purchase,OH,485905,2,0,1,0.31,Paid Off,48.88,2026-09-18
FMAC-00627,610,60.29,29.66,810896,10,7.03,1,Primary,Refinance,GA,902717,2,0,0,0.335,Current,168.94,2026-09-19
FMAC-00628,671,94.71,45.64,548255,356,6.662,1,Primary,Cash-Out Refinance,CA,317975,2,0,1,0.531,90+ DQ,114.22,2026-09-20
FMAC-00629,683,88.73,22.57,332712,148,6.137,1,Primary,Purchase,IL,621471,2,0,1,0.269,Current,69.32,2026-09-21
FMAC-00630,756,88.77,31.67,947461,140,5.742,2,Primary,Purchase,OH,1172712,2,0,0,0.342,Current,197.39,2026-09-22
FMAC-00631,561,84.58,43.96,84055,190,7.004,1,Primary,Cash-Out Refinance,NY,1077882,1,0,1,0.462,Current,17.51,2026-09-23
FMAC-00632,787,78.29,31.66,380314,94,6.621,2,Primary,Refinance,TX,643249,1,3,0,0.489,Current,79.23,2026-09-24
FMAC-00633,668,88.09,35.64,309016,229,6.813,2,Primary,Purchase,FL,437553,1,0,0,0.269,Current,64.38,2026-09-25
FMAC-00634,650,86.88,45.44,842945,63,7.077,4,Primary,Purchase,AZ,204249,2,0,0,0.48,Current,175.61,2026-09-26
FMAC-00635,609,72.69,42.22,370395,340,6.808,1,Primary,Purchase,PA,1174428,1,2,1,0.446,Current,77.17,2026-09-27
FMAC-00636,564,69.4,40.67,740284,25,8.916,1,Primary,Purchase,OH,1186111,2,0,1,0.395,Current,154.23,2026-09-28
FMAC-00637,737,79.53,34.61,128037,268,5.866,1,Primary,Cash-Out Refinance,CA,729201,2,0,1,0.473,Paid Off,26.67,2026-09-29
FMAC-00638,685,101.24,41.7,172115,281,7.019,1,Second Home,Refinance,PA,107131,2,0,1,0.462,Current,35.86,2026-09-30
FMAC-00639,589,59.41,36.76,944358,11,6.227,1,Primary,Refinance,NY,838592,1,1,0,0.497,Current,196.74,2026-10-01
FMAC-00640,589,55.99,42.58,552032,320,3.546,1,Second Home,Purchase,NC,654868,2,2,1,0.605,Current,115.01,2026-10-02
FMAC-00641,656,80.47,33.03,562870,201,6.268,1,Second Home,Purchase,AZ,738451,1,0,0,0.474,Current,117.26,2026-10-03
FMAC-00642,796,78.76,36.17,150400,126,5.376,2,Primary,Cash-Out Refinance,GA,181118,2,2,0,0.476,30-Day DQ,31.33,2026-10-04
FMAC-00643,661,80.6,28.1,703813,306,6.42,2,Primary,Purchase,FL,648524,2,0,0,0.435,30-Day DQ,146.63,2026-10-05
FMAC-00644,574,81.66,37.65,443308,190,6.468,1,Investment,Purchase,NC,385574,1,0,0,0.464,Current,92.36,2026-10-06
FMAC-00645,662,74.65,29.89,303457,89,6.962,1,Primary,Purchase,NY,183299,2,2,0,0.504,Current,63.22,2026-10-07
FMAC-00646,660,100.35,26.86,828462,355,5.864,1,Second Home,Refinance,CA,793540,1,0,1,0.662,30-Day DQ,172.6,2026-10-08
FMAC-00647,491,53.99,40.59,221774,116,6.014,1,Primary,Purchase,IL,696658,2,2,0,0.512,Foreclosure,46.2,2026-10-09
FMAC-00648,676,65.57,40.13,95385,352,7.341,1,Primary,Purchase,TX,581239,1,0,0,0.444,Current,19.87,2026-10-10
FMAC-00649,663,76.45,45.83,875768,177,5.529,1,Primary,Cash-Out Refinance,NC,227845,1,0,1,0.6,Current,182.45,2026-10-11
FMAC-00650,728,53.35,33.69,931853,14,4.294,1,Primary,Refinance,NC,808636,1,3,1,0.568,Current,194.14,2026-10-12
FMAC-00651,809,75.36,42.08,640309,257,6.688,1,Primary,Purchase,FL,739340,1,0,0,0.326,Current,133.4,2026-10-13
FMAC-00652,758,102.92,43.51,588670,209,7.785,1,Primary,Refinance,TX,550968,2,3,1,0.315,30-Day DQ,122.64,2026-10-14
FMAC-00653,661,78.31,42.45,197369,281,7.327,1,Investment,Purchase,NY,730025,2,3,0,0.59,Current,41.12,2026-10-15
FMAC-00654,602,81.46,29.74,824990,328,6.711,3,Second Home,Purchase,PA,399615,2,2,1,0.36,Current,171.87,2026-10-16
FMAC-00655,850,59.1,39.49,653399,325,8.001,1,Primary,Refinance,PA,1197338,1,0,0,0.437,Current,136.12,2026-10-17
FMAC-00656,684,68.75,41.64,169402,105,7.798,1,Investment,Purchase,TX,1039019,2,0,1,0.289,Current,35.29,2026-10-18
FMAC-00657,680,72.37,38.07,724062,147,6.103,1,Second Home,Purchase,GA,265379,2,1,0,0.584,Current,150.85,2026-10-19
FMAC-00658,678,73.23,17.14,333724,279,6.797,1,Investment,Refinance,OH,873481,2,0,0,0.382,Current,69.53,2026-10-20
FMAC-00659,693,97.22,39.6,819945,9,6.849,1,Primary,Cash-Out Refinance,GA,1096185,2,0,0,0.434,Current,170.82,2026-10-21
FMAC-00660,669,86.37,60.13,909151,118,6.396,1,Second Home,Purchase,GA,773346,2,12,1,0.421,Current,189.41,2026-10-22
FMAC-00661,639,61.33,34.4,307600,94,7.861,1,Primary,Purchase,NC,446768,1,0,0,0.436,Current,64.08,2026-10-23
FMAC-00662,641,81.7,30.72,784397,144,6.317,1,Primary,Purchase,NC,432744,2,6,1,0.464,Current,163.42,2026-10-24
FMAC-00663,677,85.47,41.73,553319,289,5.9,1,Investment,Purchase,AZ,742624,2,0,1,0.555,Current,115.27,2026-10-25
FMAC-00664,641,95.1,41.12,729983,14,3.39,1,Primary,Purchase,CA,1105236,2,0,1,0.63,Current,152.08,2026-10-26
FMAC-00665,630,101.71,49.93,214585,257,5.542,1,Primary,Purchase,NY,430168,1,0,0,0.507,Current,44.71,2026-10-27
FMAC-00666,687,62.77,25.42,850543,346,4.921,1,Investment,Refinance,NY,915329,1,0,0,0.568,30-Day DQ,177.2,2026-10-28
FMAC-00667,662,65.84,45.31,748695,186,6.452,1,Primary,Purchase,AZ,774162,1,0,0,0.512,Current,155.98,2026-10-29
FMAC-00668,785,59.14,43.9,779500,345,4.996,1,Investment,Purchase,NC,247483,1,0,1,0.46,60-Day DQ,162.4,2026-10-30
FMAC-00669,494,74.49,36.58,184126,207,7.23,3,Primary,Purchase,FL,160399,1,6,1,0.363,Current,38.36,2026-10-31
FMAC-00670,756,85.0,41.39,815733,346,7.83,1,Primary,Purchase,FL,326274,2,0,0,0.542,Current,169.94,2026-11-01
FMAC-00671,767,92.81,48.29,681946,172,6.463,2,Primary,Cash-Out Refinance,CA,160692,2,0,0,0.512,Current,142.07,2026-11-02
FMAC-00672,534,76.86,46.72,245912,270,5.319,1,Second Home,Purchase,TX,173513,2,0,1,0.528,Current,51.23,2026-11-03
FMAC-00673,656,73.2,26.57,897439,221,6.844,2,Primary,Cash-Out Refinance,NC,590783,1,0,1,0.346,Current,186.97,2026-11-04
FMAC-00674,653,80.28,46.2,711121,152,8.772,1,Investment,Cash-Out Refinance,PA,301157,2,0,1,0.17,Current,148.15,2026-11-05
FMAC-00675,581,65.47,37.35,198637,111,8.399,1,Second Home,Cash-Out Refinance,PA,1037841,1,0,1,0.335,Current,41.38,2026-11-06
FMAC-00676,625,105.0,38.73,697508,183,4.813,2,Primary,Purchase,NC,455045,2,0,1,0.462,Current,145.31,2026-11-07
FMAC-00677,602,53.89,38.73,106393,339,4.768,1,Primary,Cash-Out Refinance,IL,868693,2,0,1,0.478,Current,22.17,2026-11-08
FMAC-00678,802,80.77,36.5,661768,72,4.461,1,Investment,Purchase,TX,683884,2,0,0,0.607,Paid Off,137.87,2026-11-09
FMAC-00679,745,105.0,49.92,559551,283,5.136,1,Primary,Purchase,PA,170509,2,0,1,0.647,90+ DQ,116.57,2026-11-10
FMAC-00680,769,78.1,37.16,744467,74,6.802,1,Primary,Purchase,OH,632724,2,0,0,0.539,Current,155.1,2026-11-11
FMAC-00681,730,75.15,26.8,601397,355,5.832,1,Second Home,Purchase,GA,110086,1,0,0,0.406,Current,125.29,2026-11-12
FMAC-00682,600,72.64,34.06,872425,215,5.494,1,Second Home,Purchase,NC,1100780,1,0,0,0.534,Current,181.76,2026-11-13
FMAC-00683,643,75.29,39.79,173650,328,7.747,2,Primary,Purchase,IL,453198,1,0,0,0.341,Current,36.18,2026-11-14
FMAC-00684,714,98.59,50.29,838685,23,7.136,1,Primary,Purchase,OH,926164,1,0,1,0.23,30-Day DQ,174.73,2026-11-15
FMAC-00685,594,44.82,44.03,598196,68,4.454,3,Primary,Refinance,GA,1015360,2,0,0,0.514,Current,124.62,2026-11-16
FMAC-00686,729,101.0,29.49,132066,93,7.678,2,Primary,Purchase,GA,326562,1,2,1,0.519,Current,27.51,2026-11-17
FMAC-00687,663,56.64,62.85,453994,321,7.107,1,Investment,Purchase,CA,1150321,2,2,0,0.382,Paid Off,94.58,2026-11-18
FMAC-00688,653,74.0,40.65,909374,324,7.134,1,Investment,Cash-Out Refinance,TX,899129,1,0,1,0.498,60-Day DQ,189.45,2026-11-19
FMAC-00689,729,71.56,50.75,96138,63,5.815,1,Primary,Purchase,NC,585685,2,12,1,0.401,30-Day DQ,20.03,2026-11-20
FMAC-00690,711,86.83,36.48,198558,224,6.275,1,Second Home,Refinance,IL,1152455,2,0,0,0.518,90+ DQ,41.37,2026-11-21
FMAC-00691,654,54.03,43.33,338480,225,4.133,1,Investment,Cash-Out Refinance,AZ,316769,1,0,0,0.51,30-Day DQ,70.52,2026-11-22
FMAC-00692,761,84.93,46.39,517743,346,7.54,1,Primary,Purchase,CA,773859,2,0,1,0.551,Current,107.86,2026-11-23
FMAC-00693,604,105.0,50.18,351334,337,5.301,1,Primary,Purchase,FL,843537,2,0,1,0.457,Current,73.19,2026-11-24
FMAC-00694,723,57.55,48.57,158422,103,5.455,1,Second Home,Cash-Out Refinance,OH,923681,1,0,0,0.428,Current,33.0,2026-11-25
FMAC-00695,721,80.85,46.72,791058,215,5.439,1,Primary,Cash-Out Refinance,AZ,517065,2,0,0,0.63,Current,164.8,2026-11-26
FMAC-00696,658,68.07,34.85,686603,192,8.66,1,Primary,Refinance,OH,1116737,1,1,0,0.296,60-Day DQ,143.04,2026-11-27
FMAC-00697,702,84.39,32.28,109086,160,5.698,1,Primary,Purchase,NC,828669,2,0,1,0.493,Current,22.73,2026-11-28
FMAC-00698,592,78.29,41.33,205604,207,7.631,1,Primary,Cash-Out Refinance,IL,391220,2,0,0,0.338,Current,42.83,2026-11-29
FMAC-00699,744,68.38,47.33,199324,269,6.471,1,Primary,Purchase,IL,825483,2,0,0,0.534,Current,41.53,2026-11-30
FMAC-00700,667,85.32,35.77,556785,194,5.505,4,Primary,Purchase,GA,788484,2,3,1,0.609,Current,116.0,2026-12-01
FMAC-00701,643,105.0,48.65,820970,152,5.288,1,Investment,Purchase,AZ,771147,1,0,1,0.421,90+ DQ,171.04,2026-12-02
FMAC-00702,753,75.14,52.53,471065,237,5.745,1,Primary,Purchase,IL,448128,2,0,0,0.525,Current,98.14,2026-12-03
FMAC-00703,630,88.8,28.84,83435,88,6.411,1,Primary,Refinance,PA,1152417,2,0,1,0.507,Current,17.38,2026-12-04
FMAC-00704,581,58.6,29.63,919763,11,7.222,4,Primary,Refinance,OH,649690,2,0,1,0.424,Current,191.62,2026-12-05
FMAC-00705,571,63.65,36.6,240014,187,5.935,1,Primary,Refinance,GA,473857,2,0,1,0.615,Current,50.0,2026-12-06
FMAC-00706,722,85.09,41.08,794995,214,5.89,1,Primary,Purchase,NC,1106095,1,0,1,0.616,30-Day DQ,165.62,2026-12-07
FMAC-00707,590,100.26,32.75,502275,15,5.443,3,Primary,Refinance,IL,197807,2,0,1,0.397,Current,104.64,2026-12-08
FMAC-00708,802,83.33,51.52,792917,266,5.067,1,Primary,Refinance,NY,909669,1,0,0,0.618,Paid Off,165.19,2026-12-09
FMAC-00709,534,73.3,42.24,455601,297,4.967,1,Primary,Purchase,NC,307382,2,0,1,0.552,Paid Off,94.92,2026-12-10
FMAC-00710,798,77.99,38.39,918821,73,7.686,1,Second Home,Cash-Out Refinance,AZ,493769,1,0,0,0.417,Paid Off,191.42,2026-12-11
FMAC-00711,694,59.24,23.64,919446,52,5.865,2,Primary,Refinance,PA,769220,2,0,0,0.442,Current,191.55,2026-12-12
FMAC-00712,673,87.07,24.84,506042,128,5.972,1,Primary,Refinance,TX,714727,2,0,1,0.313,Paid Off,105.43,2026-12-13
FMAC-00713,641,91.23,40.81,372441,28,5.7,1,Primary,Purchase,FL,437060,2,0,1,0.5,Current,77.59,2026-12-14
FMAC-00714,707,71.22,16.67,648178,65,6.12,1,Primary,Refinance,NY,156435,1,3,0,0.486,90+ DQ,135.04,2026-12-15
FMAC-00715,677,70.95,48.13,363466,17,6.945,1,Second Home,Cash-Out Refinance,GA,198453,2,0,1,0.622,Foreclosure,75.72,2026-12-16
FMAC-00716,757,81.99,36.42,640027,351,5.916,1,Primary,Purchase,OH,620848,2,0,1,0.396,Foreclosure,133.34,2026-12-17
FMAC-00717,687,71.45,65.0,482935,138,6.717,1,Primary,Cash-Out Refinance,AZ,1151429,2,0,0,0.271,60-Day DQ,100.61,2026-12-18
FMAC-00718,690,77.01,61.08,683841,319,8.202,1,Investment,Purchase,AZ,210884,1,1,1,0.254,Current,142.47,2026-12-19
FMAC-00719,654,105.0,36.19,88314,229,5.516,1,Second Home,Refinance,TX,148022,2,0,0,0.638,Current,18.4,2026-12-20
FMAC-00720,676,74.29,36.94,698119,254,5.973,1,Primary,Refinance,NY,395868,1,0,0,0.416,Current,145.44,2026-12-21
FMAC-00721,701,72.62,47.96,941596,210,7.269,1,Primary,Refinance,OH,897872,2,0,0,0.546,30-Day DQ,196.17,2026-12-22
FMAC-00722,560,68.29,55.03,449802,294,8.297,1,Primary,Cash-Out Refinance,FL,523500,1,0,0,0.369,Current,93.71,2026-12-23
FMAC-00723,585,89.16,21.62,943460,231,5.009,1,Investment,Purchase,CA,185694,1,0,1,0.402,Current,196.55,2026-12-24
FMAC-00724,732,75.28,20.14,902545,241,4.459,1,Primary,Purchase,CA,507558,1,12,1,0.722,Current,188.03,2026-12-25
FMAC-00725,691,68.26,31.78,721462,70,6.499,1,Primary,Refinance,AZ,295333,1,0,0,0.572,Current,150.3,2026-12-26
FMAC-00726,667,97.82,43.83,226429,104,6.375,1,Primary,Purchase,NY,1145901,1,0,1,0.427,Paid Off,47.17,2026-12-27
FMAC-00727,681,99.29,42.97,309937,204,7.34,1,Primary,Purchase,TX,495151,2,0,0,0.506,Current,64.57,2026-12-28
FMAC-00728,704,68.99,48.7,624653,53,7.157,1,Primary,Purchase,AZ,589218,2,0,1,0.426,30-Day DQ,130.14,2026-12-29
FMAC-00729,642,50.0,26.0,381173,330,6.459,1,Investment,Purchase,CA,194203,1,1,0,0.485,Current,79.41,2026-12-30
FMAC-00730,625,93.11,14.84,343881,54,7.759,1,Primary,Refinance,AZ,1118281,2,0,0,0.566,60-Day DQ,71.64,2026-12-31
FMAC-00731,693,67.73,46.58,473186,276,5.683,2,Second Home,Refinance,CA,854936,2,12,1,0.321,Current,98.58,2027-01-01
FMAC-00732,611,89.86,29.72,809992,335,6.754,1,Primary,Purchase,NY,923426,2,0,1,0.394,Current,168.75,2027-01-02
FMAC-00733,708,48.45,17.82,689762,31,5.041,1,Primary,Purchase,NY,130384,1,0,0,0.501,Foreclosure,143.7,2027-01-03
FMAC-00734,560,91.39,39.45,420362,135,6.449,3,Second Home,Purchase,TX,407522,1,0,1,0.475,Current,87.58,2027-01-04
FMAC-00735,752,59.83,45.93,859966,58,4.747,1,Primary,Purchase,GA,525859,2,0,0,0.385,Current,179.16,2027-01-05
FMAC-00736,713,88.96,36.78,238571,105,5.161,1,Primary,Purchase,GA,510142,1,0,1,0.585,Current,49.7,2027-01-06
FMAC-00737,697,78.21,33.42,845387,266,8.551,1,Second Home,Purchase,AZ,1187553,1,0,0,0.243,Current,176.12,2027-01-07
FMAC-00738,748,63.69,36.41,321474,10,4.311,1,Primary,Refinance,AZ,1172228,1,0,0,0.403,Current,66.97,2027-01-08
FMAC-00739,796,71.89,34.29,208692,253,6.24,1,Primary,Refinance,AZ,1158846,1,0,0,0.425,Current,43.48,2027-01-09
FMAC-00740,751,88.29,24.52,842790,295,7.493,1,Primary,Purchase,TX,292702,2,0,0,0.59,Current,175.58,2027-01-10
FMAC-00741,551,79.59,30.85,781517,156,9.166,1,Primary,Refinance,NC,136417,1,0,1,0.588,Current,162.82,2027-01-11
FMAC-00742,590,86.77,43.21,470555,158,6.712,1,Investment,Cash-Out Refinance,AZ,227390,2,0,0,0.48,Current,98.03,2027-01-12
FMAC-00743,636,105.0,41.22,252106,37,6.781,1,Primary,Purchase,GA,540110,2,3,1,0.405,Current,52.52,2027-01-13
FMAC-00744,681,54.54,39.68,80294,119,6.548,4,Second Home,Purchase,GA,680330,2,0,1,0.454,Paid Off,16.73,2027-01-14
FMAC-00745,716,102.26,28.05,891028,67,7.769,1,Primary,Refinance,OH,425397,1,0,0,0.423,Current,185.63,2027-01-15
FMAC-00746,629,79.57,36.18,178185,242,7.018,1,Primary,Purchase,NY,414867,1,0,1,0.566,90+ DQ,37.12,2027-01-16
FMAC-00747,693,64.52,16.23,877866,299,5.81,1,Primary,Refinance,NC,251389,2,0,0,0.346,Current,182.89,2027-01-17
FMAC-00748,627,58.05,39.78,138382,213,7.839,1,Investment,Cash-Out Refinance,CA,1072512,1,0,1,0.506,Current,28.83,2027-01-18
FMAC-00749,637,75.16,52.29,380242,308,5.945,1,Primary,Purchase,GA,801485,2,2,0,0.32,Current,79.22,2027-01-19
FMAC-00750,581,91.82,23.26,608943,101,4.582,1,Second Home,Refinance,FL,829462,2,0,1,0.469,Current,126.86,2027-01-20
FMAC-00751,615,76.09,32.14,687317,56,4.586,1,Primary,Refinance,FL,853340,2,0,1,0.516,Current,143.19,2027-01-21
FMAC-00752,585,100.67,41.29,388372,332,6.259,1,Investment,Purchase,GA,994208,2,0,1,0.491,Current,80.91,2027-01-22
FMAC-00753,611,56.23,50.53,83771,324,6.624,1,Second Home,Purchase,FL,146652,2,0,1,0.435,30-Day DQ,17.45,2027-01-23
FMAC-00754,753,77.82,33.52,416243,239,7.647,1,Primary,Cash-Out Refinance,IL,216048,2,0,0,0.412,Current,86.72,2027-01-24
FMAC-00755,613,59.21,31.08,725099,231,7.269,2,Investment,Cash-Out Refinance,NC,160941,1,3,1,0.413,90+ DQ,151.06,2027-01-25
FMAC-00756,850,83.45,18.31,928689,92,6.596,4,Primary,Refinance,NY,973772,1,0,0,0.284,Paid Off,193.48,2027-01-26
FMAC-00757,714,91.3,39.03,883990,279,7.714,1,Second Home,Cash-Out Refinance,GA,257182,1,12,1,0.449,Current,184.16,2027-01-27
FMAC-00758,692,71.69,58.42,400580,109,6.515,1,Primary,Purchase,GA,498565,1,0,0,0.521,Current,83.45,2027-01-28
FMAC-00759,619,38.94,40.77,187779,317,4.951,1,Primary,Purchase,CA,446689,2,0,0,0.636,Current,39.12,2027-01-29
FMAC-00760,729,80.98,37.78,729179,168,4.69,1,Primary,Purchase,NC,472767,1,0,0,0.697,Current,151.91,2027-01-30
FMAC-00761,639,84.55,41.22,859085,300,8.034,3,Primary,Purchase,AZ,493273,2,0,1,0.42,Current,178.98,2027-01-31
FMAC-00762,688,84.06,37.89,565319,218,3.806,1,Primary,Refinance,AZ,1091543,2,6,1,0.689,60-Day DQ,117.77,2027-02-01
FMAC-00763,850,96.54,29.87,858760,222,6.259,1,Primary,Cash-Out Refinance,PA,426722,1,0,0,0.451,Paid Off,178.91,2027-02-02
FMAC-00764,673,61.93,46.23,636664,161,10.078,4,Primary,Refinance,OH,250193,2,2,1,0.152,30-Day DQ,132.64,2027-02-03
FMAC-00765,760,88.2,40.26,560674,16,7.051,2,Primary,Refinance,IL,367637,1,0,1,0.514,Current,116.81,2027-02-04
FMAC-00766,630,95.89,38.18,157924,278,6.25,1,Primary,Purchase,TX,884118,1,0,0,0.524,Current,32.9,2027-02-05
FMAC-00767,677,51.32,28.25,633620,57,4.479,1,Investment,Purchase,TX,726469,2,2,0,0.521,Current,132.0,2027-02-06
FMAC-00768,803,82.79,51.04,473145,62,8.441,1,Investment,Purchase,PA,319778,2,0,0,0.356,Current,98.57,2027-02-07
FMAC-00769,636,70.44,44.65,651025,327,7.957,1,Investment,Refinance,NY,1006628,1,1,0,0.43,Current,135.63,2027-02-08
FMAC-00770,806,76.78,32.47,473056,242,7.322,1,Primary,Purchase,TX,555457,1,0,0,0.373,Current,98.55,2027-02-09
FMAC-00771,729,83.22,48.02,169031,90,6.499,1,Primary,Cash-Out Refinance,AZ,1062798,1,1,1,0.484,Foreclosure,35.21,2027-02-10
FMAC-00772,640,70.69,33.02,547186,72,7.186,1,Investment,Cash-Out Refinance,FL,724367,1,0,0,0.32,30-Day DQ,114.0,2027-02-11
FMAC-00773,724,67.86,30.18,263024,326,6.322,1,Investment,Purchase,OH,879558,1,0,0,0.366,Current,54.8,2027-02-12
FMAC-00774,748,78.51,30.4,363135,30,5.332,1,Second Home,Purchase,NC,317199,2,0,0,0.355,Paid Off,75.65,2027-02-13
FMAC-00775,723,61.69,20.29,107472,359,7.648,1,Primary,Refinance,AZ,787843,1,0,1,0.618,Current,22.39,2027-02-14
FMAC-00776,570,61.71,42.72,139946,288,6.439,1,Primary,Purchase,CA,879568,2,0,0,0.45,Current,29.16,2027-02-15
FMAC-00777,629,88.19,19.69,578782,86,7.126,1,Second Home,Refinance,NC,858049,2,0,0,0.536,60-Day DQ,120.58,2027-02-16
FMAC-00778,662,60.77,25.72,343685,234,6.355,1,Primary,Refinance,TX,253807,2,0,0,0.336,Paid Off,71.6,2027-02-17
FMAC-00779,674,87.99,17.24,733525,235,7.054,1,Primary,Purchase,CA,639491,1,0,1,0.4,Current,152.82,2027-02-18
FMAC-00780,723,84.94,37.14,82765,313,6.483,1,Second Home,Purchase,NC,335281,2,0,0,0.496,Current,17.24,2027-02-19
FMAC-00781,692,52.11,36.5,385218,265,6.389,1,Primary,Purchase,GA,464913,1,0,0,0.592,30-Day DQ,80.25,2027-02-20
FMAC-00782,586,67.84,34.73,444939,287,6.536,1,Primary,Cash-Out Refinance,IL,1057217,2,0,0,0.378,Current,92.7,2027-02-21
FMAC-00783,706,95.91,27.57,764643,327,10.053,1,Primary,Purchase,AZ,602578,1,0,0,0.258,Current,159.3,2027-02-22
